9/19/2003,7:57:39 PM,LoadPerf,Error,None,3011,N/A,S2,Unloading the performance counter strings for service InetInfo (InetInfo) failed. The Error code is the first DWORD in Data section.
9/19/2003,7:57:39 PM,LoadPerf,Error,None,3008,N/A,S2,Unable to allocate a required memory buffer.
9/19/2003,7:57:33 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:57:33 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:57:31 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:57:31 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:57:29 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:57:29 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:49:26 PM,Microsoft ISA Server Control,Warning,Packet filter,15108,N/A,S2,"ISA Server detected a spoof attack from Internet Protocol (IP) address 208.29.145.11. A spoof attack occurs when an IP address that is not reachable via the interface on which the packet was received. If logging for dropped packets is set, you can view details in the packet filter log."
9/19/2003,7:46:24 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:38:08 PM,Microsoft ISA Server Control,Warning,Packet filter,15108,N/A,S2,"ISA Server detected a spoof attack from Internet Protocol (IP) address 208.29.145.11. A spoof attack occurs when an IP address that is not reachable via the interface on which the packet was received. If logging for dropped packets is set, you can view details in the packet filter log."
9/19/2003,7:38:08 PM,Microsoft ISA Server Control,Warning,Packet filter,15108,N/A,S2,"ISA Server detected a spoof attack from Internet Protocol (IP) address 208.29.145.11. A spoof attack occurs when an IP address that is not reachable via the interface on which the packet was received. If logging for dropped packets is set, you can view details in the packet filter log."
9/19/2003,7:38:08 PM,Microsoft ISA Server Control,Error,None,14038,N/A,S2,ISA Server packet filter log service cannot allocate memory. The packet filter log component of ISA Server logs this event when it fails to allocate memory where memory resources are low. The packet filter log component cannot operate until the low memory situation is resolved. The ISA Server administrator can stop and restart the ISA Server services to resolve the low memory situation if logging of packet filter data is mandatory.
9/19/2003,7:36:41 PM,Microsoft ISA Server Control,Warning,Packet filter,15108,N/A,S2,"ISA Server detected a spoof attack from Internet Protocol (IP) address 208.29.145.11. A spoof attack occurs when an IP address that is not reachable via the interface on which the packet was received. If logging for dropped packets is set, you can view details in the packet filter log."
9/19/2003,7:36:41 PM,Microsoft ISA Server Control,Warning,Packet filter,15108,N/A,S2,"ISA Server detected a spoof attack from Internet Protocol (IP) address 208.29.145.11. A spoof attack occurs when an IP address that is not reachable via the interface on which the packet was received. If logging for dropped packets is set, you can view details in the packet filter log."
9/19/2003,7:35:51 PM,Smart Card Logon,Error,None,7,N/A,S2,"An error occurred while signing a message using the inserted smart card: An unexpected card error has occurred.
"
9/19/2003,7:31:48 PM,Userenv,Error,None,1030,NT AUTHORITY\SYSTEM,S2,Windows cannot query for the list of Group Policy objects. Check the event log for possible messages previously logged by the policy engine that describes the reason for this.
9/19/2003,7:31:48 PM,Userenv,Error,None,1006,NT AUTHORITY\SYSTEM,S2,Windows cannot bind to a.com domain. (No Memory). Group Policy processing aborted. 
9/19/2003,7:31:20 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:30:42 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:30:42 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:30:42 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:30:42 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:30:41 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:30:41 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:26:03 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:26:03 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:26:03 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:26:03 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:23:14 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:23:14 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:23:14 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:23:13 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:21:03 PM,MsiInstaller,Information,None,11729,N/A,S2,Product: Microsoft ITG Smartcard Utilities -- Configuration failed.
9/19/2003,7:21:02 PM,MsiInstaller,Error,None,11316,N/A,S2,Product: Microsoft ITG Smartcard Utilities -- Error 1316. A network error occurred while attempting to read from the file: C:\Documents and Settings\Administrator\Desktop\Smartcard%20CSP%20Install[1].msi
9/19/2003,7:21:01 PM,MsiInstaller,Error,None,11316,N/A,S2,Product: Microsoft ITG Smartcard Utilities -- Error 1316. A network error occurred while attempting to read from the file: C:\Documents and Settings\Administrator\Desktop\Smartcard%20CSP%20Install[1].msi
9/19/2003,7:20:47 PM,MsiInstaller,Information,None,11729,N/A,S2,Product: Microsoft ITG Smartcard Utilities -- Configuration failed.
9/19/2003,7:20:43 PM,MsiInstaller,Error,None,11316,N/A,S2,Product: Microsoft ITG Smartcard Utilities -- Error 1316. A network error occurred while attempting to read from the file: C:\Documents and Settings\Administrator\Desktop\Smartcard%20CSP%20Install[1].msi
9/19/2003,7:20:41 PM,MsiInstaller,Error,None,11316,N/A,S2,Product: Microsoft ITG Smartcard Utilities -- Error 1316. A network error occurred while attempting to read from the file: C:\Documents and Settings\Administrator\Desktop\Smartcard%20CSP%20Install[1].msi
9/19/2003,7:15:30 PM,OnePoint Operations,Error,None,9014,NT AUTHORITY\SYSTEM,S2,The Microsoft Operations Manager 2000 service (OnePointService.exe) terminated due to an unhandled exception.  It will attempt to restart itself.
9/19/2003,7:15:30 PM,OnePoint Operations,Error,None,9016,NT AUTHORITY\SYSTEM,S2,"The Microsoft Operations Manager 2000 service (OnePointService.exe) was unable to allocate  memory, possibly because the system is out of memory.  The service will now exit and attempt to restart."
9/19/2003,7:15:12 PM,OnePoint Operations,Error,None,25010,NT AUTHORITY\SYSTEM,S2,"The NT Security Provider was unable to resume processing the Security event log after re-opening it.  The Provider will retry opening the log every 5 minutes.

Most recent error details: Not enough storage is available to process this command."
9/19/2003,7:15:12 PM,OnePoint Operations,Warning,None,25009,NT AUTHORITY\SYSTEM,S2,"The NT Security Provider encountered an unexpected error on the Security event log.  The Provider will attempt to recover by re-opening the log.

Error details:  Not enough storage is available to process this command."
9/19/2003,7:15:04 PM,OnePoint Operations,Error,None,25010,NT AUTHORITY\SYSTEM,S2,"The NT File Replication Service Provider was unable to resume processing the File Replication Service event log after re-opening it.  The Provider will retry opening the log every 5 minutes.

Most recent error details: Not enough storage is available to process this command."
9/19/2003,7:15:04 PM,OnePoint Operations,Warning,None,25009,NT AUTHORITY\SYSTEM,S2,"The NT File Replication Service Provider encountered an unexpected error on the File Replication Service event log.  The Provider will attempt to recover by re-opening the log.

Error details:  Not enough storage is available to process this command."
9/19/2003,7:15:03 PM,OnePoint Operations,Error,None,25010,NT AUTHORITY\SYSTEM,S2,"The NT System Provider was unable to resume processing the System event log after re-opening it.  The Provider will retry opening the log every 5 minutes.

Most recent error details: Not enough storage is available to process this command."
9/19/2003,7:15:03 PM,OnePoint Operations,Error,None,25010,NT AUTHORITY\SYSTEM,S2,"The NT Application Provider was unable to resume processing the Application event log after re-opening it.  The Provider will retry opening the log every 5 minutes.

Most recent error details: Not enough storage is available to process this command."
9/19/2003,7:15:03 PM,OnePoint Operations,Warning,None,25009,NT AUTHORITY\SYSTEM,S2,"The NT System Provider encountered an unexpected error on the System event log.  The Provider will attempt to recover by re-opening the log.

Error details:  Not enough storage is available to process this command."
9/19/2003,7:15:02 PM,OnePoint Operations,Warning,None,25009,NT AUTHORITY\SYSTEM,S2,"The NT Application Provider encountered an unexpected error on the Application event log.  The Provider will attempt to recover by re-opening the log.

Error details:  Not enough storage is available to process this command."
9/19/2003,7:15:02 PM,OnePoint Operations,Error,None,25010,NT AUTHORITY\SYSTEM,S2,"The NT Directory Service Provider was unable to resume processing the Directory Service event log after re-opening it.  The Provider will retry opening the log every 5 minutes.

Most recent error details: Not enough storage is available to process this command."
9/19/2003,7:15:02 PM,OnePoint Operations,Warning,None,25009,NT AUTHORITY\SYSTEM,S2,"The NT Directory Service Provider encountered an unexpected error on the Directory Service event log.  The Provider will attempt to recover by re-opening the log.

Error details:  Not enough storage is available to process this command."
9/19/2003,7:14:34 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:14:34 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:14:34 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:14:34 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,7:14:32 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/19/2003,7:14:32 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/19/2003,4:06:16 AM,SceCli,Information,None,1704,N/A,S2,Security policy in the Group policy objects has been applied successfully.
9/19/2003,4:01:08 AM,OnePoint Operations,Information,None,25005,NT AUTHORITY\SYSTEM,S2,The NT Application Provider has resumed processing the Application event log after recovering from errors.
9/19/2003,4:01:08 AM,OnePoint Operations,Warning,None,25009,NT AUTHORITY\SYSTEM,S2,"The NT Application Provider encountered an unexpected error on the Application event log.  The Provider will attempt to recover by re-opening the log.

Error details:  Not enough storage is available to process this command."
9/19/2003,4:01:07 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,4:01:07 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,3:56:05 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,3:56:05 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,3:51:04 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,3:51:04 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,3:46:02 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,3:46:02 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,3:41:00 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,3:41:00 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,3:35:58 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,3:35:58 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,3:30:55 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,3:30:55 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,3:25:54 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,3:25:54 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,3:20:52 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,3:20:52 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,3:15:49 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,3:15:49 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,3:10:47 AM,SceCli,Error,None,1005,N/A,S2,"Some JET database is corrupt. Run esentutl /g to check the integrity of the security database %%windir%%\security\Database\secedit.sdb. If it is corrupt, attempt a soft recovery first by running esentutl /r in the %%windir%%\security directory. If soft recovery fails, attempt a repair with esentutl /p on %%windir%%\security\Database\secedit.sdb. Then delete the log files in %%windir%%\security. Error opening some security database(s) such as %windir%\security\database\secedit.sdb."
9/19/2003,3:10:47 AM,SceCli,Warning,None,1202,N/A,S2,"Security policies were propagated with warning. 0x10d9 : Unable to read from or write to the database.

Advanced help for this problem is available on http://support.microsoft.com. Query for ""troubleshooting 1202 events""."
9/19/2003,12:42:38 AM,Microsoft Scheduled Cache Content Download,Information,None,14155,N/A,S2,The Scheduled Content Download Service finished the job msn. 180 pages visited.
9/19/2003,12:41:05 AM,Microsoft Scheduled Cache Content Download,Information,None,14154,N/A,S2,The Scheduled Content Download Service started the job msn.
9/18/2003,6:35:38 PM,ESENT,Information,General ,101,N/A,S2,svchost (1160) The database engine stopped.
9/18/2003,6:30:22 PM,ESENT,Information,General ,100,N/A,S2,svchost (1160) The database engine 5.02.3790.0000 started.
9/18/2003,11:05:09 AM,SceCli,Information,None,1704,N/A,S2,Security policy in the Group policy objects has been applied successfully.
9/18/2003,6:54:24 AM,Microsoft ISA Server Control,Warning,Packet filter,14044,N/A,S2,"The packet filter is dropping Internet Protocol (IP) packets. For more information about this event, see ISA Server Help."
9/18/2003,12:42:15 AM,Microsoft Scheduled Cache Content Download,Warning,None,13107,N/A,S2,The Scheduled Content Download Service has stopped the job msn. 0 pages visited.
9/18/2003,12:42:15 AM,Microsoft Scheduled Cache Content Download,Warning,None,13111,N/A,S2,"The url, http://www.msn.com/, cannot be retrieved from www.msn.com, during the scheduled content download job, msn. The http status code, 502, was returned.  The failure was encountered on the first url specified in the job. Normally, a successful http request returns HTTP code 200. For specific details of this failure, check the standard http status code, 502. Check the configuration of this schedule content download job."
9/18/2003,12:41:06 AM,Microsoft Scheduled Cache Content Download,Information,None,14154,N/A,S2,The Scheduled Content Download Service started the job msn.
9/17/2003,10:17:41 PM,MsiInstaller,Error,None,1018,N/A,S2,"The application 'Windows 2000 Administration Tools' cannot be installed, because it is not compatible with this version of Windows. Please contact the application vendor for an update."
9/17/2003,10:17:41 PM,MsiInstaller,Warning,None,1001,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries' failed during request for component '{455FE9D4-07D6-11D3-9C52-00A0C9F14522}'"
9/17/2003,10:17:41 PM,MsiInstaller,Warning,None,1004,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries', component '{455FE9FE-07D6-11D3-9C52-00A0C9F14522}' failed.  The resource 'C:\WINNT\help\glossary.hlp' does not exist."
9/17/2003,10:16:45 PM,MsiInstaller,Error,None,1018,N/A,S2,"The application 'Windows 2000 Administration Tools' cannot be installed, because it is not compatible with this version of Windows. Please contact the application vendor for an update."
9/17/2003,10:16:45 PM,MsiInstaller,Warning,None,1001,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeRRASConsole' failed during request for component '{455FE9EA-07D6-11D3-9C52-00A0C9F14522}'"
9/17/2003,10:16:45 PM,MsiInstaller,Warning,None,1004,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeRRASConsole', component '{455FE9D3-07D6-11D3-9C52-00A0C9F14522}' failed.  The resource 'C:\WINNT\System32\ipxsnap.dll' does not exist."
9/17/2003,10:16:41 PM,MsiInstaller,Error,None,1018,N/A,S2,"The application 'Windows 2000 Administration Tools' cannot be installed, because it is not compatible with this version of Windows. Please contact the application vendor for an update."
9/17/2003,10:16:41 PM,MsiInstaller,Warning,None,1001,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeADTools' failed during request for component '{455FE972-07D6-11D3-9C52-00A0C9F14522}'"
9/17/2003,10:16:41 PM,MsiInstaller,Warning,None,1004,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries', component '{455FE9FE-07D6-11D3-9C52-00A0C9F14522}' failed.  The resource 'C:\WINNT\help\glossary.hlp' does not exist."
9/17/2003,10:16:41 PM,MsiInstaller,Error,None,1018,N/A,S2,"The application 'Windows 2000 Administration Tools' cannot be installed, because it is not compatible with this version of Windows. Please contact the application vendor for an update."
9/17/2003,10:16:40 PM,MsiInstaller,Warning,None,1001,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeADTools' failed during request for component '{455FE972-07D6-11D3-9C52-00A0C9F14522}'"
9/17/2003,10:16:40 PM,MsiInstaller,Warning,None,1004,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries', component '{455FE9FE-07D6-11D3-9C52-00A0C9F14522}' failed.  The resource 'C:\WINNT\help\glossary.hlp' does not exist."
9/17/2003,7:07:10 PM,MsiInstaller,Error,None,1018,N/A,S2,"The application 'Windows 2000 Administration Tools' cannot be installed, because it is not compatible with this version of Windows. Please contact the application vendor for an update."
9/17/2003,7:07:10 PM,MsiInstaller,Warning,None,1001,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries' failed during request for component '{455FE9D4-07D6-11D3-9C52-00A0C9F14522}'"
9/17/2003,7:07:10 PM,MsiInstaller,Warning,None,1004,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries', component '{455FE9FE-07D6-11D3-9C52-00A0C9F14522}' failed.  The resource 'C:\WINNT\help\glossary.hlp' does not exist."
9/17/2003,7:06:35 PM,MsiInstaller,Error,None,1018,N/A,S2,"The application 'Windows 2000 Administration Tools' cannot be installed, because it is not compatible with this version of Windows. Please contact the application vendor for an update."
9/17/2003,7:06:35 PM,MsiInstaller,Warning,None,1001,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries' failed during request for component '{455FE9D4-07D6-11D3-9C52-00A0C9F14522}'"
9/17/2003,7:06:35 PM,MsiInstaller,Warning,None,1004,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries', component '{455FE9FE-07D6-11D3-9C52-00A0C9F14522}' failed.  The resource 'C:\WINNT\help\glossary.hlp' does not exist."
9/17/2003,7:06:35 PM,MsiInstaller,Error,None,1018,N/A,S2,"The application 'Windows 2000 Administration Tools' cannot be installed, because it is not compatible with this version of Windows. Please contact the application vendor for an update."
9/17/2003,7:06:35 PM,MsiInstaller,Warning,None,1001,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries' failed during request for component '{455FE9D4-07D6-11D3-9C52-00A0C9F14522}'"
9/17/2003,7:06:35 PM,MsiInstaller,Warning,None,1004,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries', component '{455FE9FE-07D6-11D3-9C52-00A0C9F14522}' failed.  The resource 'C:\WINNT\help\glossary.hlp' does not exist."
9/17/2003,7:05:53 PM,MsiInstaller,Error,None,1018,N/A,S2,"The application 'Windows 2000 Administration Tools' cannot be installed, because it is not compatible with this version of Windows. Please contact the application vendor for an update."
9/17/2003,7:05:53 PM,MsiInstaller,Warning,None,1001,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeADTools' failed during request for component '{455FE972-07D6-11D3-9C52-00A0C9F14522}'"
9/17/2003,7:05:53 PM,MsiInstaller,Warning,None,1004,N/A,S2,"Detection of product '{B7298620-EAC6-11D1-8F87-0060082EA63E}', feature 'FeAdminBinaries', component '{455FE9FE-07D6-11D3-9C52-00A0C9F14522}' failed.  The resource 'C:\WINNT\help\glossary.hlp' does not exist."
9/17/2003,7:04:24 PM,SceCli,Information,None,1704,N/A,S2,Security policy in the Group policy objects has been applied successfully.
